words;count;idf;tf
roundels;1;1;1
roundhay;1;1;0
rounding;8;8;2
roundish;2;2;1
roundleaf;1;1;0
roundly;1;1;0
rounds;5;5;1
roundtable;2;2;0
roundworm;1;1;0
roundworms;1;1;1
rountree;1;1;1
rouse;3;3;0
rouses;1;1;0
rousing;1;1;0
rousseau;3;3;1
rousseff;1;1;0
"rousseff
";2;2;0
roussel;1;1;1
roussou;2;2;1
rout;1;1;1
route;34;34;14
routed;5;5;1
routeing;1;1;1
router;2;2;2
routes;25;25;8
routier;1;1;0
routine;5;5;2
routinely;15;15;9
routines;1;1;1
routing;2;2;2
routledge;18;18;7
rouvray;1;1;1
roux;2;2;0
rouy;2;2;0
rove;1;1;1
rovelli;1;1;1
rover;5;5;1
rovere;1;1;0
rovereto;2;2;1
rovers;4;4;1
roverssoft;1;1;0
rovi;2;2;2
roving;2;2;0
row;19;19;8
rowan;5;5;1
rowe;1;1;1
rowers;1;1;1
rowing;3;3;3
rowland;4;4;1
rowling;1;1;1
rowman;14;14;3
rowokol;1;1;1
rows;17;17;7
rowsarticles;3;3;2
rowscommons;1;1;0
rowse;1;1;1
roxane;1;1;0
roxburghshire;1;1;1
roy;31;31;11
royal;161;161;69
royale;10;10;3
royalensis;1;1;1
royalist;3;3;1
royalists;3;3;2
royals;1;1;0
royalties;3;3;3
royalty;3;3;3
royaumes;1;1;0
royce;1;1;0
royds;2;2;0
royle;1;1;1
roystonea;2;2;1
roz;1;1;1
rozellida;1;1;0
rozen;1;1;0
rozmaite;1;1;1
rozowsky;1;1;0
rozpedowska;1;1;0
rozwi;1;1;0
rp;6;6;5
rpg;1;1;1
rpi;1;1;1
rr;2;2;2
rrna;14;14;5
rrnas;3;3;1
rs;9;9;3
rsc;3;3;3
rscn;1;1;0
rsl;1;1;1
rso;1;1;1
rti;1;1;0
rtq;1;1;0
ruadh;1;1;0
ruang;1;1;1
rub;1;1;0
rubaiyat;1;1;1
rubbed;1;1;0
rubber;12;12;7
rubbert;1;1;0
rubbing;1;1;0
rubble;4;4;2
rubbly;1;1;0
rubel;2;2;1
rubella;1;1;0
ruben;1;1;1
rubens;4;4;1
rubescens;1;1;1
rubicon;1;1;1
rubidus;1;1;0
rubies;1;1;0
rubiginosa;2;2;0
rubin;2;2;2
rubina;1;1;1
rubinfeld;1;1;0
rubinovitz;1;1;1
rubinstein;1;1;1
rubio;1;1;0
rubisco;5;5;1
rubus;2;2;0
ruby;4;4;3
rucker;1;1;1
rudall;3;3;2
rudd;1;1;1
rude;1;1;0
ruden;1;1;0
ruderal;1;1;0
rudimentary;6;6;3
rudiments;1;1;1
rudist;1;1;0
rudists;1;1;1
rudolf;14;14;5
rudolph;7;7;4
rudolphi;1;1;0
rudolphine;2;2;0
rudosols;2;2;0
rudwick;1;1;1
rudy;5;5;2
rudyard;1;1;0
rue;4;4;2
rueda;1;1;1
ruel;1;1;1
rues;1;1;0
ruffed;1;1;0
ruffian;1;1;0
rufiyaa;1;1;0
rufous;1;1;0
rufus;4;4;3
rug;1;1;0
rugbaidh;1;1;0
rugby;12;12;7
rugged;8;8;2
ruggiero;1;1;1
ruggit;1;1;1
rugosa;1;1;0
rugose;4;4;1
rugs;1;1;1
ruhenden;1;1;1
ruhr;1;1;0
ruin;9;9;5
ruinaulta;1;1;0
ruined;7;7;4
ruinenwert;1;1;0
ruinenwerttheorie;1;1;0
ruining;2;2;0
ruins;12;12;7
ruinshidden;1;1;0
ruiz;2;2;2
ruiziana;1;1;0
ruker;1;1;0
rukhsana;1;1;1
rule;110;110;46
ruled;50;50;20
ruler;17;17;6
rulers;22;22;9
rules;72;72;28
ruling;27;27;10
rulings;4;4;1
rum;3;3;0
rumah;1;1;0
rumble;1;1;1
rumblings;1;1;0
rume;1;1;1
rumen;3;3;1
rumford;1;1;1
rumi;2;2;1
ruminant;5;5;2
ruminants;3;3;0
ruminates;1;1;0
rumine;1;1;1
rummel;1;1;0
rumon;1;1;1
rumour;1;1;0
rumoured;1;1;1
rumours;2;2;0
rumpho;1;1;1
rumps;1;1;1
rumsey;1;1;0
run;89;89;33
runaway;10;10;3
runciman;1;1;0
rundfunk;1;1;1
rundown;1;1;1
rundstedt;1;1;0
rune;3;3;1
runes;4;4;2
rungholt;1;1;0
rungis;1;1;0
runic;5;5;2
runnegar;1;1;0
runner;4;4;4
runners;2;2;0
running;53;53;25
runoff;9;9;2
runs;53;53;17
runte;1;1;1
runway;1;1;0
runways;1;1;0
runyon;3;3;0
rupa;1;1;0
rupee;3;3;1
rupeecurrencies;1;1;0
rupees;4;4;2
rupert;5;5;2
rupes;1;1;1
rupicapra;1;1;0
ruppert;1;1;1
ruprecht;1;1;1
rupture;1;1;1
ruptured;1;1;1
ruptures;1;1;1
rupturing;4;4;1
rural;59;59;29
rurutu;1;1;1
ruscaceae;2;2;2
rusconi;1;1;0
ruse;1;1;0
rush;12;12;6
rushcutters;1;1;1
rushed;5;5;4
rushes;1;1;0
rushing;1;1;0
rushmore;1;1;1
rushton;1;1;1
ruska;1;1;0
ruski;1;1;0
ruskin;1;1;0
ruspace;1;1;1
ruspanti;1;1;0
russ;3;3;2
russel;7;7;3
russell;32;32;15
russes;1;1;0
russeted;1;1;0
russetted;1;1;0
russia;33;33;13
"russia
";2;2;0
russian;65;65;30
russians;4;4;3
russin;1;1;0
russo;2;2;1
russophone;1;1;1
russula;1;1;1
russulas;1;1;1
rust;8;8;2
rustic;4;4;3
rusticality;1;1;0
rusticana;1;1;0
rusting;6;6;4
rusts;2;2;0
rusty;3;3;1
rutaceae;1;1;0
rutger;1;1;1
rutgers;5;5;1
ruth;16;16;8
ruthenia;1;1;0
ruthenium;1;1;1
rutherford;11;11;2
rutherfordium;2;2;1
ruthild;1;1;0
rutile;1;1;1
rutilus;1;1;1
rutland;2;2;0
rutles;2;2;2
rutter;1;1;1
ruud;2;2;1
ruy;2;2;1
ruz;1;1;0
rv;1;1;1
rve;1;1;1
rvp;1;1;0
rw;4;4;2
rwanda;1;1;1
rwandalanguages;1;1;1
rwandan;1;1;0
rwenzori;2;2;1
rwth;1;1;1
rx;1;1;0
rxy;1;1;0
ry;3;3;1
ryaby;1;1;0
ryan;16;16;6
ryanair;1;1;0
rybicki;2;2;2
rycharde;1;1;0
rydberg;3;3;0
rye;6;6;1
rylands;1;1;0
rynn;1;1;1
ryon;1;1;0
rysami;1;1;1
rythmes;1;1;1
ryuichi;1;1;0
ryukyu;2;2;1
ryukyuan;1;1;0
ryumin;1;1;1
ryvarden;1;1;0
rzeczpospolita;1;1;1
rzymska;1;1;1
s;89;89;44
sa;36;36;14
saab;1;1;1
saad;1;1;1
saadat;1;1;1
saadiyat;1;1;0
saalbach;1;1;0
saale;1;1;0
saarc;1;1;1
saarinen;1;1;0
saatavuuden;1;1;1
saba;3;3;2
sabag;1;1;0
sabah;3;3;2
sabastien;1;1;0
sabatier;2;2;0
sabatini;1;1;0
sabato;1;1;0
sabauda;1;1;0
sabbat;1;1;1
sabbata;1;1;0
sabbath;3;3;2
sabbathy;1;1;1
sabbatical;2;2;0
sabe;1;1;0
sabeeha;1;1;0
sabeg;1;1;0
sabellian;1;1;1
sabellids;1;1;1
sabermetrics;1;1;0
sabha;6;6;4
sabhal;1;1;0
sabiaceae;1;1;1
sabin;3;3;1
sabina;1;1;1
sabine;3;3;1
sabines;1;1;1
sabir;3;3;2
sabkha;1;1;0
sable;1;1;0
sabloff;1;1;1
sabong;1;1;1
sabotage;1;1;0
saboteurs;1;1;1
sabra;1;1;0
sabri;1;1;1
sabrina;1;1;0
sabyasachi;1;1;0
sac;10;10;2
saccammina;1;1;0
saccaromyces;1;1;0
saccate;1;1;0
saccharides;1;1;0
saccharomyces;5;5;1
sacculus;1;1;0
sacerdotalis;1;1;0
sacha;2;2;1
sachertorte;1;1;1
sachinanda;1;1;0
sachindra;1;1;1
sachs;4;4;1
sachsenhausen;1;1;1
sack;6;6;1
sacked;3;3;1
sacking;2;2;0
sacks;2;2;1
sacral;4;4;1
sacralized;1;1;0
sacrament;3;3;2
sacramento;3;3;1
sacraments;1;1;0
sacramentum;1;1;0
sacre;2;2;1
sacred;39;39;14
sacrifice;7;7;1
sacrificed;2;2;0
sacrifices;4;4;3
sacrificial;2;2;0
sacrificing;1;1;1
sacris;2;2;0
sacrum;3;3;2
sacs;1;1;1
sad;3;3;3
sadan;1;1;1
sadao;1;1;1
sadava;1;1;0
sadc;1;1;0
saddam;1;1;0
saddar;1;1;1
saddest;1;1;1
saddle;20;20;7
saddleback;1;1;0
saddles;1;1;0
sadducean;1;1;0
sadequain;1;1;1
sadhu;2;2;0
sadi;3;3;1
sadleria;1;1;0
sadness;1;1;1
sadowsky;1;1;1
sae;3;3;3
saeculares;1;1;0
saeculum;2;2;0
saeed;2;2;1
saenz;1;1;0
saepe;1;1;0
saeva;1;1;1
saf;2;2;2
safari;2;2;1
safaris;1;1;0
safavid;1;1;0
safe;33;33;11
safeguard;6;6;3
safeguarding;1;1;1
safeguards;1;1;0
safely;11;11;4
safer;2;2;1
safest;4;4;1
safety;54;54;25
saff;1;1;0
safflower;3;3;2
saffron;5;5;4
safire;1;1;0
safran;1;1;1
safranin;1;1;1
sag;1;1;1
saga;7;7;2
sagan;3;3;1
sagani;1;1;0
sagar;2;2;1
sagas;1;1;0
sage;9;9;2
sages;1;1;1
saggi;1;1;0
saggiatore;1;1;1
sagging;1;1;1
sagha;1;1;1
sagisag;1;1;1
sagittal;4;4;1
sagittarius;1;1;1
sagl;1;1;0
sagmo;1;1;1
sago;1;1;0
sagpya;1;1;0
sagulenko;1;1;0
saha;1;1;1
sahami;1;1;0
sahara;14;14;5
saharan;4;4;0
sahel;2;2;0
sahelian;1;1;1
sahih;1;1;0
sahitya;4;4;2
sahiwal;1;1;0
sahl;1;1;0
sahlins;1;1;1
sahoo;2;2;2
sahrawi;1;1;0
said;144;144;62
saidu;1;1;0
saier;2;2;0
saiful;1;1;1
saigol;1;1;1
saigon;2;2;1
saigyo;1;1;1
saikat;1;1;1
saikei;3;3;1
sail;8;8;4
sailed;8;8;4
sailing;7;7;5
sailly;1;1;0
sailor;1;1;1
sailors;5;5;1
sails;3;3;1
saiman;1;1;0
sainath;1;1;0
sainato;1;1;1
sainsbury;1;1;1
saint;51;51;19
sainte;1;1;0
saints;12;12;4
saintsflags;1;1;1
sainz;1;1;0
sais;1;1;1
saito;4;4;3
saitta;1;1;0
sajid;1;1;1
sajida;1;1;1
saka;2;2;1
sakai;2;2;2
sakakibara;1;1;1
sakamoto;1;1;1
sakarat;1;1;0
sakartvelos;1;1;0
sake;12;12;3
sakhi;1;1;1
saki;2;2;0
sakib;3;3;2
sakit;1;1;0
sako;1;1;0
saktiraidaputih;1;1;1
sakura;2;2;1
sakurajima;1;1;1
sakya;1;1;1
sal;4;4;1
sala;3;3;0
salad;11;11;3
saladin;1;1;0
salado;1;1;0
salads;4;4;2
salahuddin;1;1;1
salalila;1;1;1
salam;1;1;1
salamanca;1;1;1
salamander;1;1;0
salamanders;3;3;1
salamat;1;1;1
salamis;1;1;1
salamitou;1;1;0
salamone;1;1;0
salamov;1;1;1
salar;2;2;0
salaria;1;1;1
salaried;2;2;0
salaries;5;5;3
salars;1;1;0
salary;8;8;5
salas;1;1;0
salazar;1;1;0
salcombe;1;1;1
sale;23;23;10
saleable;1;1;0
saleh;1;1;1
salehi;1;1;1
salem;4;4;0
salemi;1;1;0
salep;1;1;0
sales;22;22;7
salesian;1;1;0
salfield;1;1;1
salic;4;4;1
salicylate;2;2;0
salicylic;2;2;0
salient;4;4;3
salim;2;2;2
salima;1;1;1
salimuddin;1;1;1
salimuzzaman;1;1;1
salina;2;2;1
salinas;1;1;0
salination;1;1;0
saline;5;5;2
salinities;1;1;0
salinity;13;13;7
salisbury;1;1;1
saliva;2;2;1
salivary;7;7;2
sallabank;1;1;1
salle;4;4;2
sallie;1;1;1
sally;10;10;7
salmaan;1;1;1
salman;2;2;2
salminen;1;1;0
salmon;6;6;2
salmonella;6;6;2
salome;1;1;0
salon;3;3;1
salonica;1;1;1
salons;1;1;0
salps;1;1;0
salt;79;79;26
salta;2;2;0
saltash;1;1;1
saltate;1;1;0
saltating;3;3;0
saltation;3;3;0
saltcake;1;1;1
salted;6;6;2
salterton;1;1;1
salticidae;2;2;2
saltimbanques;1;1;0
saltine;1;1;1
saltiness;2;2;1
saltire;1;1;0
salto;1;1;0
salton;1;1;0
saltpeter;2;2;0
salts;30;30;16
saltus;1;1;0
saltwater;4;4;2
saltworks;1;1;1
salty;6;6;3
salut;1;1;0
salutary;2;2;0
salutation;1;1;1
salute;3;3;1
saluted;1;1;0
salutes;2;2;1
salvador;10;10;2
salvadorans;1;1;0
salvaged;1;1;1
salvaging;1;1;1
salvation;3;3;1
salvatore;2;2;1
salve;1;1;0
salvestro;1;1;0
salviati;1;1;0
salvio;1;1;0
salwar;1;1;0
salyer;1;1;1
salyers;1;1;1
salyut;1;1;1
salz;1;1;0
salzburg;3;3;1
salze;1;1;0
sam;10;10;5
sama;1;1;0
samaa;1;1;1
samadhi;1;1;1
samaj;1;1;0
saman;1;1;1
samana;1;1;0
samanid;1;1;0
samantha;5;5;3
samar;3;3;1
samara;1;1;0
samaria;1;1;0
samaritan;1;1;0
samaveda;1;1;0
samba;1;1;0
sambar;2;2;0
sambucus;2;2;1
sambucusmedicinal;1;1;1
sameer;1;1;0
samegawa;1;1;0
samenmerkmale;2;2;1
samet;1;1;1
samhail;1;1;1
samhita;1;1;0
sami;4;4;1
samia;1;1;0
samir;3;3;0
samit;1;1;1
samkhya;1;1;0
sammanslutning;1;1;0
sammen;1;1;0
sammlung;1;1;0
samoa;3;3;0
samoan;2;2;0
samoans;1;1;0
samos;4;4;1
samothrace;1;1;0
sample;58;58;23
sampled;10;10;2
sampler;2;2;1
samples;44;44;14
sampling;25;25;10
sampson;1;1;0
samreen;1;1;0
samskrita;1;1;0
samskritam;1;1;0
samson;4;4;1
samsung;1;1;1
samt;1;1;0
samtgemeinde;1;1;1
samudragupta;1;1;0
samuel;44;44;15
samuels;2;2;0
samuli;1;1;0
samurai;1;1;1
samvat;1;1;0
samyukta;1;1;1
san;104;104;39
sanaa;1;1;0
sanacja;1;1;1
sanatlari;1;1;0
sanchari;1;1;0
sanchi;1;1;0
sancho;2;2;1
sancti;4;4;1
sanctifying;1;1;0
sanction;4;4;2
sanctioned;8;8;2
sanctioning;1;1;1
sanctions;3;3;2
sanctuaries;2;2;0
sanctuary;3;3;1
sanctum;1;1;1
sand;53;53;22
sandals;1;1;1
sandalwood;1;1;0
sandau;1;1;0
sandbanks;1;1;0
sandbian;1;1;0
sandblasted;1;1;1
sandblasting;3;3;1
sandbox;1;1;0
sande;1;1;1
sanded;1;1;0
sandeel;1;1;0
sander;1;1;0
sanderfoot;1;1;1
sanders;9;9;0
sanderson;1;1;0
sandford;1;1;0
sandhi;1;1;0
sandhya;1;1;0
sandi;1;1;0
sandia;2;2;1
sandinista;1;1;0
sandler;2;2;2
sandpiper;1;1;0
sandpipers;1;1;0
sandreckoner;1;1;0
sandro;4;4;0
sands;12;12;8
sandside;2;2;0
sandstein;1;1;1
sandstone;31;31;17
sandstones;8;8;4
sandstorm;1;1;0
sandusky;1;1;0
sandvik;1;1;0
sandwich;19;19;7
sandwiched;5;5;1
sandwiches;1;1;0
sandwichiana;1;1;0
sandy;18;18;7
sanford;4;4;1
sang;4;4;0
sangallensis;1;1;0
sangam;1;1;0
sangeetindian;1;1;0
sanger;3;3;2
sangfelt;1;1;1
sangh;1;1;1
sangha;1;1;1
sanglant;1;1;0
sangsad;1;1;1
sanguinary;1;1;1
sanhedrin;1;1;0
sanitaire;1;1;0
sanitary;1;1;0
sanitation;10;10;5
sanitatis;1;1;0
sanitize;1;1;0
sanitizing;1;1;0
sanivores;1;1;1
sanjak;1;1;1
sanjay;4;4;2
sanjukta;1;1;0
sank;4;4;0
sankan;1;1;1
sankaracharya;1;1;0
sankranti;1;1;0
sankt;1;1;0
sanomat;1;1;1
sans;7;7;2
sansad;1;1;0
sansar;1;1;0
sansavini;1;1;0
sanscrit;1;1;0
sanseido;1;1;1
sanskrit;25;25;10
sanskritancient;1;1;0
sanskritisch;1;1;1
sanskritised;2;2;0
sansom;2;2;0
sant;1;1;0
santa;32;32;12
santalales;1;1;1
santana;1;1;0
santaolalla;1;1;0
sante;1;1;0
santelices;1;1;0
santiago;8;8;3
"santiago
";1;1;0
santo;4;4;2
santokhgarh;1;1;0
santonian;1;1;0
santorini;1;1;0
santorinian;1;1;0
santos;5;5;3
santosh;1;1;0
santosuo;1;1;0
santucho;1;1;0
sanxay;1;1;1
sanyu;1;1;1
sanz;1;1;1
sao;1;1;1
saonian;1;1;1
saor;1;1;1
sap;3;3;0
sapa;2;2;0
sapida;1;1;0
sapiens;12;12;3
sapienza;3;3;2
"sapienza
";1;1;1
sapindaceae;1;1;0
sapindales;1;1;1
sapir;2;2;0
sapiti;1;1;0
saponification;2;2;1
saponified;1;1;0
saponin;1;1;0
saponins;1;1;0
saporta;1;1;0
sapote;1;1;0
sapp;2;2;1
sapper;1;1;1
sappers;1;1;1
sapphire;2;2;2
sappho;1;1;1
sapping;2;2;1
sapporo;1;1;1
saprolite;2;2;1
saprolites;1;1;1
saprolith;1;1;1
saprolitic;1;1;1
saprophages;1;1;0
saprophytes;1;1;0
saprophytic;2;2;0
saprotrophic;1;1;0
saprotrophs;2;2;1
saps;1;1;1
sapwood;3;3;0
saqafat;1;1;1
sar;4;4;3
sara;10;10;3
saraceni;2;2;0
saracens;1;1;0
sarad;1;1;0
saradhi;1;1;0
sarah;17;17;5
saraiki;1;1;1
sarajevo;1;1;1
saramacca;1;1;0
saramaccaans;1;1;0
saramaccaner;1;1;0
saramaccans;1;1;0
saran;2;2;0
sarang;2;2;2
saranggani;1;1;1
sarasota;2;2;0
sarasvati;1;1;0
sarat;1;1;0
saratoga;1;1;1
sarawak;3;3;1
sarawaksarawak;1;1;1
saraydar;1;1;1
sarcasm;1;1;0
sarcastically;1;1;0
sarcodimitic;1;1;1
sarcolemma;1;1;1
sarcomas;1;1;0
sarcomeres;1;1;1
sarcophagus;1;1;1
sarcoplasmic;1;1;1
sarcopterygian;1;1;0
sarcopterygii;1;1;0
sarcotrimitic;1;1;1
sarda;1;1;0
sardar;4;4;2
sardaran;1;1;1
sardica;1;1;0
sardinia;1;1;0
sardinian;2;2;1
sardjoe;1;1;0
sardonically;1;1;0
sarfaraz;1;1;0
sarfari;1;1;1
sarfatti;1;1;0
sarganas;1;1;1
sargans;1;1;0
sargasso;1;1;1
sargent;3;3;1
sargis;1;1;0
sargodha;3;3;2
sargon;1;1;0
sarguzisht;1;1;1
sarhad;1;1;1
sari;1;1;0
sarich;1;1;0
sarina;3;3;1
saris;1;1;0
saritha;1;1;1
sarj;1;1;1
sarja;1;1;0
sarkar;1;1;0
sarkozy;2;2;1
sarma;1;1;0
sarmad;1;1;0
sarmant;1;1;0
sarmatia;1;1;0
sarmiento;2;2;0
sarmila;1;1;1
sarnath;2;2;1
sarney;1;1;0
sarojini;1;1;1
sarracenia;1;1;0
sarraceniaceae;1;1;0
sarre;1;1;1
sarsaparilla;1;1;0
sarton;1;1;0
sartre;1;1;0
sarullo;1;1;0
sarup;1;1;1
sarus;1;1;0
sarvepalli;1;1;1
sarwat;1;1;1
sas;2;2;0
sasa;1;1;0
sasaki;3;3;1
sasana;1;1;0
sasanian;1;1;0
sasha;2;2;1
sashay;1;1;1
sashimi;3;3;0
sashwati;1;1;0
saskatchewan;3;3;0
saskatoon;2;2;0
sassanid;3;3;1
sassanids;2;2;1
sassoon;1;1;1
sastri;1;1;0
sasu;1;1;0
sat;10;10;7
satan;5;5;1
satanic;1;1;1
sate;1;1;0
satelit;1;1;1
satellite;50;50;22
satellites;28;28;15
satelliteshidden;1;1;1
sathaye;1;1;1
sathmarisch;1;1;0
sathyu;1;1;1
satiated;1;1;1
satie;1;1;0
satiety;3;3;0
satinash;1;1;0
satire;2;2;2
satires;1;1;1
satirical;8;8;2
satirised;1;1;1
satirized;1;1;1
satis;1;1;0
satisfaction;3;3;0
satisfactorily;1;1;1
satisfactory;11;11;7
satisfied;7;7;2
satisfies;5;5;2
satisfy;19;19;6
satisfying;7;7;3
sativa;1;1;0
sativum;4;4;0
sativus;1;1;0
satmex;1;1;1
satnav;1;1;0
sato;2;2;2
satoru;1;1;1
satoshi;1;1;1
satpura;2;2;0
satsanga;1;1;1
satsuki;1;1;1
sattar;1;1;0
sattian;1;1;1
sattler;2;2;0
sattriya;1;1;0
saturate;2;2;1
saturated;26;26;9
saturation;11;11;5
saturday;9;9;5
saturdays;1;1;0
saturn;15;15;8
"saturn
";1;1;0
saturnalia;1;1;1
saturnian;1;1;1
saturns;1;1;1
saturnus;1;1;0
satwa;1;1;0
satya;3;3;1
satyagraha;1;1;0
satyajit;1;1;1
satyamev;1;1;1
satyameva;2;2;1
satyasya;1;1;1
satyr;1;1;1
sauce;6;6;0
saucer;1;1;0
saucers;1;1;1
sauces;2;2;1
saucier;1;1;0
saud;3;3;1
saudi;23;23;4
saudis;1;1;0
sauer;1;1;1
sauerkraut;6;6;5
sauf;1;1;1
saul;2;2;1
saule;1;1;1
saulwood;1;1;1
saumon;1;1;0
saunders;21;21;8
saunton;1;1;1
sauptikaparvan;1;1;0
saurabh;1;1;0
saurischian;2;2;1
sauropod;1;1;1
sauropods;3;3;3
sauropsid;2;2;1
sauropsida;1;1;0
sauropsids;1;1;0
sausage;5;5;2
sausages;2;2;2
sausalito;1;1;0
saussure;7;7;2
saussurean;1;1;0
sautees;1;1;0
sauvabelin;1;1;1
sauvageot;1;1;0
savage;5;5;3
savanes;1;1;0
savanna;5;5;1
savannah;4;4;0
savannas;7;7;2
savante;1;1;1
savantes;1;1;0
savard;1;1;0
savary;1;1;0
savate;1;1;0
save;30;30;12
saved;11;11;3
saves;5;5;2
savidan;1;1;0
saving;26;26;6
savings;5;5;2
savior;2;2;1
saviour;1;1;1
savji;1;1;0
savoie;4;4;1
savoir;1;1;0
savolainen;2;2;1
savonarola;2;2;0
savoring;1;1;1
savory;5;5;2
savouriness;1;1;1
savoury;1;1;1
savoy;7;7;4
savoyard;1;1;0
savoys;1;1;1
savvy;1;1;1
savytskyy;1;1;0
saw;88;88;35
sawai;1;1;0
sawaya;2;2;1
sawda;1;1;1
sawdust;1;1;1
sawed;1;1;0
sawhney;1;1;1
sawiris;1;1;1
sawn;4;4;0
saws;1;1;0
sax;1;1;0
saxatile;1;1;0
saxatilis;1;1;1
saxelobis;1;1;0
saxicolous;1;1;1
saxifraga;1;1;0
saxifragales;2;2;1
saxon;12;12;7
saxons;4;4;1
saxony;6;6;2
saxonyrivers;1;1;0
saxophonist;2;2;1
say;64;64;26
sayah;1;1;1
sayajirao;1;1;0
sayan;1;1;1
sayana;1;1;0
saydam;1;1;0
sayeed;1;1;1
saying;26;26;9
sayings;4;4;0
saykally;1;1;1
says;50;50;17
sayyaf;1;1;1
sb;2;2;1
sbl;1;1;0
sbn;4;4;2
sbp;1;1;1
sbtvd;1;1;0
sc;5;5;3
sca;1;1;0
scab;1;1;0
scaber;1;1;1
scablands;1;1;0
scabrum;1;1;1
scadoxus;1;1;0
scadron;1;1;0
scaffolding;2;2;0
scala;1;1;0
scalability;1;1;1
scalar;6;6;2
scalawag;1;1;1
scalding;1;1;1
scale;125;125;40
scaled;6;6;2
scales;44;44;13
scaliger;3;3;1
scaligerae;1;1;0
scaligerana;1;1;0
scaligeri;1;1;0
scaling;7;7;1
scallawag;1;1;1
scallion;1;1;0
scallions;1;1;0
scallywag;1;1;1
scalp;1;1;0
scalpel;1;1;1
scalps;1;1;0
scaly;3;3;1
scam;1;1;0
scampering;1;1;0
scan;4;4;2
scandal;2;2;1
scandalous;4;4;2
scandals;2;2;2
scandens;1;1;0
scandentia;2;2;0
scandents;1;1;0
scandia;1;1;0
scandinavia;12;12;5
scandinavian;21;21;9
scandinavians;1;1;1
scandium;2;2;1
scandola;1;1;1
scanlan;1;1;0
scanned;2;2;1
scannell;1;1;0
scanners;1;1;0
scanning;12;12;3
scans;2;2;1
scant;2;2;1
scanticon;1;1;0
scantier;1;1;1
scap;1;1;0
scapes;2;2;0
scapula;1;1;0
scapulae;1;1;1
scapular;2;2;0
scar;3;3;1
scarabaeidaehidden;1;1;0
scaraben;1;1;1
scarabs;1;1;0
scarce;9;9;4
scarcella;1;1;1
scarcely;4;4;3
scarceness;1;1;1
scarcer;3;3;1
scarcest;1;1;0
scarcity;7;7;2
scare;2;2;1
scarecrow;10;10;6
scared;1;1;1
scariest;1;1;1
scarlet;7;7;0
scarpa;1;1;1
scarps;2;2;1
scarre;1;1;1
scarred;3;3;1
scarring;1;1;1
scarth;1;1;1
scarves;1;1;0
scary;1;1;1
scatter;9;9;4
scattered;40;40;14
scattergram;1;1;0
scattering;20;20;11
scatterplot;2;2;0
scatterplots;1;1;0
scatters;3;3;2
scavenged;1;1;1
scavenger;1;1;0
scavengers;1;1;0
scavenging;3;3;0
sce;2;2;1
scenario;9;9;5
scenarios;5;5;0
scene;25;25;11
scenery;8;8;4
scenes;16;16;10
scenic;7;7;3
scent;9;9;0
scented;1;1;1
sceptic;1;1;1
sceptical;4;4;2
sceptique;1;1;1
scerri;2;2;2
sch;1;1;0
schabowy;1;1;1
schachterian;1;1;0
schaefer;1;1;1
schaeffer;3;3;0
schafe;1;1;1
schaff;1;1;0
schaffhausen;1;1;0
schafft;1;1;1
schalchi;1;1;1
schaldach;1;1;1
schalk;1;1;0
schaller;1;1;0
schama;2;2;1
schams;1;1;0
schardl;1;1;0
scharf;1;1;0
scharfes;1;1;0
scharlemann;1;1;0
scharnhorst;1;1;0
schartau;1;1;0
schatzki;1;1;1
schedel;1;1;0
schedule;11;11;7
scheduled;18;18;8
schedules;2;2;1
scheduling;4;4;0
scheele;3;3;1
scheer;1;1;1
schefflera;3;3;1
scheffleraflora;1;1;1
scheidegg;1;1;0
scheidel;1;1;1
scheidemann;1;1;1
scheina;1;1;0
scheldt;2;2;0
schell;1;1;0
schema;4;4;1
schemas;1;1;0
schematic;8;8;2
schematically;2;2;1
schematics;1;1;0
schematism;1;1;0
scheme;35;35;13
schemes;16;16;11
schemesamerican;1;1;0
schenberg;1;1;0
schengen;2;2;2
schenk;2;2;2
schenker;1;1;1
schenkerian;1;1;1
schetsboeken;1;1;1
scheuner;1;1;1
scheur;1;1;0
scheyichbi;1;1;0
schiaparelli;1;1;0
schicht;1;1;0
schieber;1;1;1
schieve;1;1;1
schiff;1;1;1
schifrin;1;1;0
schikorr;1;1;1
schild;1;1;1
schiller;3;3;2
schilleriana;1;1;0
schilling;2;2;1
schimel;1;1;0
schimmel;2;2;1
schimper;3;3;1
schindler;1;1;0
schinesghe;1;1;1
schinia;1;1;0
schink;1;1;0
schinzinger;1;1;0
schiraldi;1;1;0
schirber;1;1;1
schirm;1;1;0
schism;2;2;0
schisms;1;1;0
schist;4;4;1
schistose;1;1;0
schistosity;1;1;0
schists;1;1;0
schizoaffective;1;1;0
schizocoelous;1;1;1
schizoid;1;1;1
schizomida;1;1;0
schizomids;1;1;0
schizomyceten;1;1;0
schizophrenia;1;1;1
schizophrenics;1;1;0
schizophyllum;1;1;0
schizosaccharomyces;3;3;1
schjellerup;1;1;1
schlafly;1;1;0
schlagen;1;1;0
schlatenkees;1;1;1
schlegel;5;5;1
schleicher;1;1;1
schleiden;7;7;1
schleper;1;1;0
schleswig;2;2;1
schleyer;1;1;0
schliengen;2;2;1
schlieren;1;1;0
schlink;1;1;0
schloss;3;3;1
schloter;2;2;1
schluenzen;1;1;0
schmalzbauer;1;1;0
schmid;1;1;0
schmidt;9;9;2
schmiedeberg;1;1;0
schmiedebergs;1;1;1
